,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,club,Player▲,Sh▼
76,Andrea Petagna,it ITA,FW,22.0,18.0,4,45.0,16.0,35.6,2.5,0.89,0.09,0.25,12.0,0.0,0,0,4.9,4.9,0.11,-0.9,-0.9,Matches,Atalanta,,
77,Josip Iličić,si SVN,"FW,MF",29.0,22.2,11,91.0,37.0,40.7,4.09,1.66,0.1,0.24,19.8,11.0,2,2,9.6,8.2,0.09,1.4,0.8,Matches,Atalanta,,
78,Leonardo Spinazzola,it ITA,DF,24.0,16.7,0,9.0,1.0,11.1,0.54,0.06,0.0,0.0,16.9,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches,Atalanta,,
79,Timothy Castagne,be BEL,"DF,MF",21.0,16.7,0,8.0,4.0,50.0,0.48,0.24,0.0,0.0,16.4,0.0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches,Atalanta,,
80,Robin Gosens,de GER,"DF,MF",23.0,16.1,1,11.0,1.0,9.1,0.68,0.06,0.09,1.0,18.5,0.0,0,0,0.7,0.7,0.06,0.3,0.3,Matches,Atalanta,,
81,Andreas Cornelius,dk DEN,FW,24.0,10.4,3,35.0,11.0,31.4,3.37,1.06,0.09,0.27,10.9,0.0,0,0,4.3,4.3,0.15,-1.3,-1.3,Matches,Atalanta,,
82,Gianluca Mancini,it ITA,DF,21.0,7.6,1,4.0,1.0,25.0,0.53,0.13,0.25,1.0,6.8,0.0,0,0,0.9,0.9,0.22,0.1,0.1,Matches,Atalanta,,
83,Jasmin Kurtić,si SVN,"MF,FW",28.0,7.4,2,11.0,4.0,36.4,1.5,0.54,0.18,0.5,11.9,0.0,0,0,1.6,1.6,0.15,0.4,0.4,Matches,Atalanta,,
84,Pierluigi Gollini,it ITA,GK,22.0,6.9,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta,,
85,Musa Barrow,gm GAM,"FW,MF",18.0,4.9,3,26.0,14.0,53.8,5.28,2.84,0.12,0.21,15.1,0.0,0,0,3.0,3.0,0.11,0.0,0.0,Matches,Atalanta,,
86,Nicolas Haas,ch SUI,MF,21.0,1.9,0,2.0,0.0,0.0,1.05,0.0,0.0,,20.8,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,Atalanta,,
87,Riccardo Orsolini,it ITA,"FW,MF",20.0,1.4,0,3.0,0.0,0.0,2.16,0.0,0.0,,18.2,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,Atalanta,,
88,Alessandro Bastoni,it ITA,DF,18.0,1.0,0,1.0,0.0,0.0,0.99,0.0,0.0,,13.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,Atalanta,,
89,Luca Vido,it ITA,"FW,MF",20.0,0.8,0,5.0,2.0,40.0,6.08,2.43,0.0,0.0,17.1,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,Atalanta,,
90,Francesco Rossi,it ITA,GK,26.0,0.1,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,Atalanta,,
91,Squad Total,,,25.7,38.0,57,582.0,196.0,33.7,15.32,5.16,0.09,0.27,15.8,13.0,5,9,67.4,60.7,0.11,-10.4,-8.7,,Atalanta,,
92,Opponent Total,,,27.1,38.0,39,406.0,118.0,29.1,10.68,3.11,0.09,0.32,17.8,18.0,1,2,37.2,35.8,0.09,1.8,2.2,,Atalanta,,
93,Iñaki Williams,es ESP,"FW,MF",23.0,41.5,10,93.0,35.0,37.6,2.3,0.86,0.11,0.29,13.6,0.0,0,0,8.8,8.8,0.11,-1.8,-1.8,Matches,athletic club,,
94,Raúl García,es ESP,"MF,FW",31.0,36.6,12,109.0,40.0,36.7,3.01,1.11,0.07,0.2,14.2,0.0,3,3,9.1,6.8,0.08,0.9,0.2,Matches,athletic club,,
95,Unai Núñez,es ESP,DF,20.0,34.2,1,22.0,2.0,9.1,0.64,0.06,0.05,0.5,7.7,0.0,0,0,3.0,3.0,0.15,-2.0,-2.0,Matches,athletic club,,
96,Iñigo Lekue,es ESP,"DF,FW",24.0,33.7,0,24.0,4.0,16.7,0.76,0.13,0.0,0.0,25.5,0.0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches,athletic club,,
97,Aritz Aduriz,es ESP,FW,36.0,33.1,17,88.0,38.0,43.2,2.68,1.16,0.13,0.29,12.6,0.0,6,8,10.6,7.1,0.13,-1.6,-1.1,Matches,athletic club,,
98,Markel Susaeta,es ESP,"FW,MF",29.0,32.2,3,33.0,13.0,39.4,1.06,0.42,0.09,0.23,17.6,3.0,0,0,2.1,2.1,0.07,0.9,0.9,Matches,athletic club,,
99,Kepa Arrizabalaga,es ESP,GK,22.0,31.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,athletic club,,
100,Mikel San José,es ESP,MF,28.0,30.7,1,24.0,6.0,25.0,0.81,0.2,0.04,0.17,18.3,1.0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches,athletic club,,
101,Ander Iturraspe,es ESP,MF,28.0,27.2,0,6.0,1.0,16.7,0.22,0.04,0.0,0.0,24.3,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,athletic club,,
102,Aymeric Laporte,fr FRA,DF,23.0,26.0,0,11.0,3.0,27.3,0.44,0.12,0.0,0.0,9.3,1.0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,athletic club,,
103,Mikel Balenziaga,es ESP,DF,29.0,22.5,0,7.0,0.0,0.0,0.31,0.0,0.0,,16.7,0.0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches,athletic club,,
104,Óscar de Marcos,es ESP,"DF,MF",28.0,22.4,1,18.0,7.0,38.9,0.8,0.31,0.06,0.14,17.0,0.0,0,0,1.6,1.6,0.1,-0.6,-0.6,Matches,athletic club,,
105,Iñigo Córdoba,es ESP,"FW,MF",20.0,22.3,1,33.0,6.0,18.2,1.55,0.28,0.03,0.17,18.4,0.0,0,0,1.1,1.1,0.06,-0.1,-0.1,Matches,athletic club,,
106,Enric Saborit,es ESP,DF,25.0,19.6,0,6.0,2.0,33.3,0.34,0.11,0.0,0.0,21.2,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,athletic club,,
107,Iago Herrerín,es ESP,GK,29.0,19.0,0,0.0,0.0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,Matches,athletic club,,
108,Mikel Rico,es ESP,MF,32.0,17.1,0,19.0,3.0,15.8,1.11,0.18,0.0,0.0,17.6,0.0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches,athletic club,,
109,Beñat Etxebarria,es ESP,MF,30.0,16.4,0,13.0,4.0,30.8,0.84,0.26,0.0,0.0,29.0,5.0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches,athletic club,,
110,Iñigo Martínez,es ESP,DF,26.0,16.0,0,10.0,3.0,30.0,0.62,0.19,0.0,0.0,12.3,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,athletic club,,
111,Xabier Etxeita,es ESP,DF,29.0,13.8,2,8.0,2.0,25.0,0.68,0.17,0.25,1.0,9.7,0.0,0,0,0.3,0.3,0.07,0.7,0.7,Matches,athletic club,,
112,Mikel Vesga,es ESP,MF,24.0,12.9,1,10.0,4.0,40.0,0.91,0.36,0.1,0.25,13.7,0.0,0,0,0.8,0.8,0.12,0.2,0.2,Matches,athletic club,,
